sentence,category,RequisitionID,JobTitle
Join us and let's get started.,Marketing,J10086673,ENGINEER (all other)
"RH2 is currently seeking an entry-level Staff Engineer within our Wastewater Treatment group in our East Wenatchee, WA or Bothell, WA office.",Description,e6f286677b4d,ENGINEER (all other)
This is an entry-level engineering position (0-4 years experience) within the Wastewater Treatment Group.,Description,e6f286677b4d,ENGINEER (all other)
"This group provides planning and analyses, design and construction administration of municipal wastewater treatment facilities in Washington and Oregon.",Description,e6f286677b4d,ENGINEER (all other)
RH2 completes a variety of wastewater treatment facility projects ranging from single equipment replacements to large new facilities.,Description,e6f286677b4d,ENGINEER (all other)
"Our team is dynamic, innovative and client-focused and possesses in-house process, mechanical, civil, structural, electrical and controls engineers across our multiple offices.",Marketing,e6f286677b4d,ENGINEER (all other)
We are looking to add team members that are committed to being leaders in municipal wastewater treatment planning and design services in the Pacific Northwest.,Marketing,e6f286677b4d,ENGINEER (all other)
"If you are a detail-oriented engineer and thrive on thinking critically to solve complex problems, working in a collaborative team environment, providing exceptional client service, managing a diverse workload while creating technically accurate deliverables, we encourage you to apply and join our talented team.",Marketing,e6f286677b4d,ENGINEER (all other)
"About RH2 We don't just live and work within our communities, our communities depend on us for the services and quality results for which we have become known.",Marketing,e6f286677b4d,ENGINEER (all other)
"We plan and design the systems that keep our cities flowing and moving, including water, wastewater, irrigation, stormwater removal, and transportation projects.",Description,e6f286677b4d,ENGINEER (all other)
Responsibilities + Prepare Engineering reports for wastewater treatment facilities as well as wastewater treatment facility planning and analysis to support General Sewer Plans and other planning documents.,Description,e6f286677b4d,ENGINEER (all other)
+ Support design of wastewater treatment facilities through the following:,Description,e6f286677b4d,ENGINEER (all other)
"+ Engineering calculations related to sizing of facility components, process units, piping and other items.",Description,e6f286677b4d,ENGINEER (all other)
+ Utilize programs to: model biological treatment systems; model hydraulics in pressurized and gravity systems.,Description,e6f286677b4d,ENGINEER (all other)
"+ Work with equipment vendors to select, size and specify wastewater treatment process equipment.",Description,e6f286677b4d,ENGINEER (all other)
+ Draft design plans and assist with the development of technical specifications.,Description,e6f286677b4d,ENGINEER (all other)
+ Estimate project costs.,Description,e6f286677b4d,ENGINEER (all other)
"+ Support construction administration of new and retrofit wastewater treatment facilities through onsite inspection, assistance with start-up and testing, and other services.",Description,e6f286677b4d,ENGINEER (all other)
"Qualifications + Bachelor of Science or higher degree in Civil, Environmental or Mechanical Engineering from an ABET accredited university.",Requirements,e6f286677b4d,ENGINEER (all other)
+ Completed or willingness to obtain Engineer-in-Training certification highly preferred; willingness and ability to obtain P.E. license when eligible.,Requirements,e6f286677b4d,ENGINEER (all other)
+ Desire to work in public sector consulting with a focus on municipal wastewater treatment.,Requirements,e6f286677b4d,ENGINEER (all other)
"+ Strong technical writing, analytical, problem-solving, and verbal communication skills.",Requirements,e6f286677b4d,ENGINEER (all other)
+ Possess a detail-oriented approach to work and desire to produce high-quality deliverables.,Requirements,e6f286677b4d,ENGINEER (all other)
"+ Microsoft Office Suite including Outlook, Excel and Word preferred at an intermediate skill level.",Requirements,e6f286677b4d,ENGINEER (all other)
"+ Knowledge of or ability to learn design, mapping and hydraulic modeling software including AutoCAD, BioWin, ArcGIS Pro, SewerGEMS, and others.",Requirements,e6f286677b4d,ENGINEER (all other)
"Compensation Individual compensation will vary within a range based on a candidate's skills, qualifications, and experience as they relate to the requirements for this position.",Description,e6f286677b4d,ENGINEER (all other)
RH2 values our employees' work/life balance and compensates overtime for hours exceeding 40 regular hours in a work week.,Description,e6f286677b4d,ENGINEER (all other)
"Our benefits package includes + Health benefits include medical (3 options), dental (2 options), and vision (1 option) with employer paid premiums paid at 100% for employee only base plans and buy-up options available.",Description,e6f286677b4d,ENGINEER (all other)
+ Dependent coverage is subsidized with discretion.,Description,e6f286677b4d,ENGINEER (all other)
+ Health Savings Accounts (HSA) with an annual discretionary employer contribution.,Description,e6f286677b4d,ENGINEER (all other)
+ 401k retirement plan available to contribute with first pay.,Description,e6f286677b4d,ENGINEER (all other)
+ A discretionary employer match upon meeting eligibility requirements.,Description,e6f286677b4d,ENGINEER (all other)
"+ Group Term Life, AD&D, Short-Term Disability, and Long-Term Disability premiums paid by employer.",Description,e6f286677b4d,ENGINEER (all other)
+ Defined contribution retirement benefits include profit-sharing and employee stock ownership plan (ESOP) with eligibility requirements.,Description,e6f286677b4d,ENGINEER (all other)
+ 9 paid holidays.,Description,e6f286677b4d,ENGINEER (all other)
+ Vacation and sick leave combined as PTO with a bi-weekly accrual rate of 6.15 hours per pay period.,Description,e6f286677b4d,ENGINEER (all other)
+ Company issued cell phone benefit.,Description,e6f286677b4d,ENGINEER (all other)
+ Costco membership reimbursement.,Description,e6f286677b4d,ENGINEER (all other)
